"location","date","totalPopulation","totalTest","totalCases","totalVac","totalDeaths","PercentageTested","PositivityRate","totalPercentageInfected","totalVaccinated","totalDeathPercentage"
Africa,"2020-02-13",1373486472,67.0,,0.0,,0.0000048780968263,,,0.0,
Africa,"2020-02-14",1373486472,71.0,1,0.0,,0.0000051693264875,1.4084507042253522,0.0000,0.0,
Africa,"2020-02-15",1373486472,10.0,1,0.0,,0.0000007280741532,10.0,0.0000,0.0,
Africa,"2020-02-16",1373486472,0.0,1,0.0,,0.0,,0.0000,0.0,
Africa,"2020-02-17",1373486472,0.0,1,0.0,,0.0,,0.0000,0.0,
Africa,"2020-02-18",1373486472,0.0,1,0.0,,0.0,,0.0000,0.0,
Africa,"2020-02-19",1373486472,106.0,1,0.0,,0.0000077175860237,0.9433962264150944,0.0000,0.0,
Africa,"2020-02-20",1373486472,106.0,1,0.0,,0.0000077175860237,0.9433962264150944,0.0000,0.0,
Africa,"2020-02-21",1373486472,0.0,1,0.0,,0.0,,0.0000,0.0,
Africa,"2020-02-22",1373486472,12.0,1,0.0,,0.0000008736889838,8.333333333333332,0.0000,0.0,
Africa,"2020-02-23",1373486472,13.0,1,0.0,,0.0000009464963991,7.6923076923076925,0.0000,0.0,
Africa,"2020-02-24",1373486472,130.0,1,0.0,,0.0000094649639913,0.7692307692307693,0.0000,0.0,
Africa,"2020-02-25",1373486472,15.0,2,0.0,,0.0000010921112298,13.333333333333334,0.0000,0.0,
Africa,"2020-02-26",1373486472,138.0,2,0.0,,0.0000100474233138,1.4492753623188406,0.0000,0.0,
Africa,"2020-02-27",1373486472,19.0,2,0.0,,0.000001383340891,10.526315789473683,0.0000,0.0,
Africa,"2020-02-28",1373486472,1.0,3,0.0,,0.0000000728074153,300.0,0.0000,0.0,
Africa,"2020-02-29",1373486472,25.0,3,0.0,,0.0000018201853829,12.0,0.0000,0.0,
Africa,"2020-03-01",1373486472,0.0,4,0.0,,0.0,,0.0000,0.0,
Africa,"2020-03-02",1373486472,189.0,8,0.0,,0.000013760601495,4.232804232804233,0.0000,0.0,
Africa,"2020-03-03",1373486472,200.0,11,0.0,,0.0000145614830635,5.5,0.0000,0.0,
Africa,"2020-03-04",1373486472,1480.0,21,0.0,,0.00010775497467,1.418918918918919,0.0000,0.0,
Africa,"2020-03-05",1373486472,1472.0,24,0.0,,0.0001071725153475,1.6304347826086956,0.0000,0.0,
Africa,"2020-03-06",1373486472,299.0,43,0.0,,0.00002176941718,14.381270903010032,0.0000,0.0,
Africa,"2020-03-07",1373486472,1747.0,43,0.0,,0.0001271945545598,2.4613623354321694,0.0000,0.0,
Africa,"2020-03-08",1373486472,20.0,83,0.0,1,0.0000014561483064,415.00000000000006,0.0000,0.0,1.2048
Africa,"2020-03-09",1373486472,1523.0,91,0.0,1,0.0001108856935287,5.975049244911359,0.0000,0.0,1.0989
Africa,"2020-03-10",1373486472,1532.0,104,0.0,2,0.0001115409602666,6.7885117493472595,0.0000,0.0,1.9231
Africa,"2020-03-11",1373486472,680.0,118,0.0,2,0.000049509042416,17.352941176470587,0.0000,0.0,1.6949
Africa,"2020-03-12",1373486472,2429.0,134,0.0,3,0.0001768492118064,5.516673528200906,0.0000,0.0,2.2388
Africa,"2020-03-13",1373486472,1079.0,176,0.0,6,0.0000785592011277,16.311399443929563,0.0000,0.0,3.4091
Africa,"2020-03-14",1373486472,2649.0,252,0.0,7,0.0001928668431763,9.513023782559456,0.0000,0.0,2.7778
Africa,"2020-03-15",1373486472,1652.0,317,0.0,8,0.0001202778501047,19.188861985472155,0.0000,0.0,2.5237
Africa,"2020-03-16",1373486472,4116.0,404,0.0,8,0.0002996753214472,9.815354713313896,0.0000,0.0,1.9802
Africa,"2020-03-17",1373486472,5087.0,492,0.0,11,0.0003703713217206,9.67171220758797,0.0000,0.0,2.2358
Africa,"2020-03-18",1373486472,5144.0,610,0.0,17,0.0003745213443937,11.858475894245723,0.0000,0.0,2.7869
Africa,"2020-03-19",1373486472,7420.0,788,0.0,20,0.0005402310216565,10.619946091644204,0.0001,0.0,2.5381
Africa,"2020-03-20",1373486472,8710.0,970,0.0,26,0.0006341525874162,11.136624569460391,0.0001,0.0,2.6804
Africa,"2020-03-21",1373486472,9767.0,1170,0.0,35,0.0007111100254069,11.97911334084161,0.0001,0.0,2.9915
Africa,"2020-03-22",1373486472,12629.0,1423,0.0,46,0.0009194848480459,11.267717158919947,0.0001,0.0,3.2326
Africa,"2020-03-23",1373486472,16116.0,1806,0.0,55,0.0011733643052583337,11.206254653760238,0.0001,0.0,3.0454
Africa,"2020-03-24",1373486472,18598.0,2244,0.0,62,0.0013540723100766005,12.065813528336381,0.0002,0.0,2.7629
Africa,"2020-03-25",1373486472,3434.0,2767,0.0,73,0.0002500206642006,80.57658707047175,0.0002,0.0,2.6382
Africa,"2020-03-26",1373486472,24913.0,3293,0.0,91,0.0018138511378072023,13.217998635250671,0.0002,0.0,2.7634
Africa,"2020-03-27",1373486472,33909.0,3873,0.0,115,0.0024688266460042717,11.421746438998497,0.0003,0.0,2.9693
Africa,"2020-03-28",1373486472,40615.0,4216,0.0,134,0.0029570731731240526,10.380401329558046,0.0003,0.0,3.1784
Africa,"2020-03-29",1373486472,42948.0,4780,0.0,151,0.0031269328730599974,11.129738288162429,0.0003,0.0,3.1590
Africa,"2020-03-30",1373486472,46968.0,5175,0.0,172,0.0034196186826367225,11.018140010219724,0.0004,0.0,3.3237
Africa,"2020-03-31",1373486472,50381.0,5761,0.0,198,0.0036681103911156685,11.434866318651874,0.0004,0.0,3.4369
Africa,"2020-04-01",1373486472,56812.0,6360,0.0,233,0.0041363348790231114,11.194817996197987,0.0005,0.0,3.6635
Africa,"2020-04-02",1373486472,60122.0,7016,0.0,285,0.004377327423724345,11.669605136223012,0.0005,0.0,4.0621
Africa,"2020-04-03",1373486472,63618.0,7897,0.0,331,0.004631862147674652,12.41315351001289,0.0006,0.0,4.1915
Africa,"2020-04-04",1373486472,68553.0,8579,0.0,382,0.0049911667422669745,12.514404912987033,0.0006,0.0,4.4527
Africa,"2020-04-05",1373486472,74809.0,9264,0.0,442,0.005446649932493838,12.38353674023179,0.0007,0.0,4.7712
Africa,"2020-04-06",1373486472,80305.0,9980,0.0,487,0.0058467994870793315,12.427619699894153,0.0007,0.0,4.8798
Africa,"2020-04-07",1373486472,31634.0,10608,0.0,533,0.002303189776156747,33.53353986217361,0.0008,0.0,5.0245
Africa,"2020-04-08",1373486472,100536.0,11414,0.0,573,0.007319766306369561,11.353147131375826,0.0008,0.0,5.0202
Africa,"2020-04-09",1373486472,120604.0,12207,0.0,627,0.008780865516963025,10.121554840635467,0.0009,0.0,5.1364
Africa,"2020-04-10",1373486472,139150.0,12901,0.0,690,0.01013115184144311,9.271289974847287,0.0009,0.0,5.3484
Africa,"2020-04-11",1373486472,149975.0,13615,0.0,742,0.010919292112256057,9.078179696616102,0.0010,0.0,5.4499
Africa,"2020-04-12",1373486472,128831.0,14484,0.0,788,0.009379852122780865,11.24263570103469,0.0011,0.0,5.4405
Africa,"2020-04-13",1373486472,140239.0,15256,0.0,833,0.010210439116723969,10.878571581371801,0.0011,0.0,5.4601
Africa,"2020-04-14",1373486472,195114.0,16227,0.0,873,0.014205746032276902,8.316676404563486,0.0012,0.0,5.3799
Africa,"2020-04-15",1373486472,210674.0,17192,0.0,910,0.015338629414618653,8.160475426488318,0.0013,0.0,5.2932
Africa,"2020-04-16",1373486472,173164.0,18360,0.0,965,0.012607623266055728,10.602665681088448,0.0013,0.0,5.2560
Africa,"2020-04-17",1373486472,185043.0,19763,0.0,1015,0.01347250255261342,10.680220273125705,0.0014,0.0,5.1359
Africa,"2020-04-18",1373486472,247900.0,21071,0.0,1058,0.018048958257231382,8.499798305768454,0.0015,0.0,5.0211
Africa,"2020-04-19",1373486472,273260.0,22268,0.0,1120,0.01989535430968555,8.149015589548416,0.0016,0.0,5.0296
Africa,"2020-04-20",1373486472,213043.0,23431,0.0,1159,0.015511110181506032,10.998249179743057,0.0017,0.0,4.9464
Africa,"2020-04-21",1373486472,226346.0,24507,0.0,1189,0.01647966722747598,10.827229109416557,0.0018,0.0,4.8517
Africa,"2020-04-22",1373486472,334149.0,25910,0.0,1240,0.02432852502095849,7.754025898626062,0.0019,0.0,4.7858
Africa,"2020-04-23",1373486472,274662.0,27347,0.0,1297,0.019997430305960816,9.956601204389395,0.0020,0.0,4.7428
Africa,"2020-04-24",1373486472,276303.0,29052,0.0,1324,0.020116907274496987,10.514543816028056,0.0021,0.0,4.5573
Africa,"2020-04-25",1373486472,392811.0,30296,0.0,1372,0.02859955361831915,7.712614972594962,0.0022,0.0,4.5287
Africa,"2020-04-26",1373486472,289658.0,31828,0.0,1422,0.021089250306063446,10.98813083015142,0.0023,0.0,4.4678
Africa,"2020-04-27",1373486472,415059.0,33165,0.0,1461,0.03021937299430496,7.990430276177604,0.0024,0.0,4.4052
Africa,"2020-04-28",1373486472,460418.0,34784,0.0,1522,0.03352184454569568,7.554874049233523,0.0025,0.0,4.3756
Africa,"2020-04-29",1373486472,367114.0,36807,0.0,1588,0.02672862146690295,10.026040957304815,0.0027,0.0,4.3144
Africa,"2020-04-30",1373486472,395698.0,38753,0.0,1634,0.02880974862634104,9.793579952387931,0.0028,0.0,4.2164
Africa,"2020-05-01",1373486472,529993.0,40468,0.0,1690,0.038587420466417235,7.6355725452977685,0.0029,0.0,4.1761
Africa,"2020-05-02",1373486472,550262.0,42705,0.0,1759,0.04006315396748953,7.76084846854771,0.0031,0.0,4.1190
Africa,"2020-05-03",1373486472,482272.0,44297,0.0,1796,0.035112977800046366,9.185065689071727,0.0032,0.0,4.0545
Africa,"2020-05-04",1373486472,642642.0,46951,0.0,1842,0.0467891029945288,7.30593394144796,0.0034,0.0,3.9232
Africa,"2020-05-05",1373486472,536734.0,48993,0.0,1906,0.03907821525307313,9.127985184467539,0.0036,0.0,3.8904
Africa,"2020-05-06",1373486472,538702.0,51535,0.0,2006,0.039221500246418156,9.566513582648662,0.0038,0.0,3.8925
Africa,"2020-05-07",1373486472,723598.0,54022,0.0,2073,0.05268330010897988,7.465747555963394,0.0039,0.0,3.8373
Africa,"2020-05-08",1373486472,770528.0,57647,0.0,2154,0.056100152109834545,7.481493209850908,0.0042,0.0,3.7365
Africa,"2020-05-09",1373486472,625978.0,60507,0.0,2221,0.04557584022567643,9.665994651569225,0.0044,0.0,3.6706
Africa,"2020-05-10",1373486472,819900.0,63086,0.0,2290,0.05969479981889475,7.694352969874376,0.0046,0.0,3.6300
Africa,"2020-05-11",1373486472,886051.0,66145,0.0,2344,0.06451108314956888,7.4651459114655925,0.0048,0.0,3.5437
Africa,"2020-05-12",1373486472,910880.0,69312,0.0,2395,0.06631881846448939,7.609344809415071,0.0050,0.0,3.4554
Africa,"2020-05-13",1373486472,947835.0,72226,0.0,2493,0.06900941649755106,7.620102654997969,0.0053,0.0,3.4517
Africa,"2020-05-14",1373486472,958797.0,75344,0.0,2562,0.06980753138426252,7.8581806159176555,0.0055,0.0,3.4004
Africa,"2020-05-15",1373486472,975646.0,78270,0.0,2624,0.07103426352494864,8.022376968695614,0.0057,0.0,3.3525
Africa,"2020-05-16",1373486472,842500.0,81273,0.0,2708,0.061340247405072365,9.646646884272997,0.0059,0.0,3.3320
Africa,"2020-05-17",1373486472,1032951.0,84587,0.0,2758,0.07520649245972333,8.18886859105611,0.0062,0.0,3.2605
Africa,"2020-05-18",1373486472,1064677.0,88255,0.0,2831,0.07751638051808929,8.289368512703852,0.0064,0.0,3.2078
Africa,"2020-05-19",1373486472,1102465.0,91266,0.0,2906,0.08026762712811052,8.27835804311248,0.0066,0.0,3.1841
Africa,"2020-05-20",1373486472,1138453.0,95057,0.0,2990,0.08288782039056006,8.349663973831154,0.0069,0.0,3.1455
Africa,"2020-05-21",1373486472,1144894.0,99752,0.0,3095,0.08335677295262069,8.712771662704146,0.0073,0.0,3.1027
Africa,"2020-05-22",1373486472,1221786.0,103620,0.0,3183,0.08895508073122106,8.481026955620706,0.0075,0.0,3.0718
Africa,"2020-05-23",1373486472,1185707.0,107485,0.0,3255,0.08632826199397761,9.065055700944669,0.0078,0.0,3.0283
Africa,"2020-05-24",1373486472,1299485.0,111605,0.0,3354,0.09461214409398275,8.588402328614798,0.0081,0.0,3.0052
Africa,"2020-05-25",1373486472,1337562.0,115733,0.0,3479,0.09738443204703075,8.65253349003635,0.0084,0.0,3.0061
Africa,"2020-05-26",1373486472,1344008.0,119444,0.0,3591,0.09785374864616796,8.887149481253086,0.0087,0.0,3.0064
Africa,"2020-05-27",1373486472,1460403.0,124524,0.0,3698,0.10632816775205922,8.52668749653349,0.0091,0.0,2.9697
Africa,"2020-05-28",1373486472,1485109.0,129440,0.0,3791,0.10812694775489569,8.715858566610263,0.0094,0.0,2.9288
Africa,"2020-05-29",1373486472,1547263.0,135186,0.0,3922,0.11265221984654537,8.737105456538416,0.0098,0.0,2.9012
Africa,"2020-05-30",1373486472,1502806.0,141304,0.0,4069,0.10941542058377114,9.40267739149298,0.0103,0.0,2.8796
Africa,"2020-05-31",1373486472,1573983.0,146551,0.0,4222,0.11459763398383148,9.310837537635413,0.0107,0.0,2.8809
Africa,"2020-06-01",1373486472,1695829.0,152336,0.0,4343,0.12346892631061895,8.982981185013347,0.0111,0.0,2.8509
Africa,"2020-06-02",1373486472,1737499.0,157214,0.0,4493,0.12650281130690305,9.048292977434807,0.0114,0.0,2.8579
Africa,"2020-06-03",1373486472,1768939.0,162311,0.0,4601,0.1287918764444882,9.175613178295011,0.0118,0.0,2.8347
Africa,"2020-06-04",1373486472,1967401.0,169417,0.0,4756,0.1432413817032484,8.611208391171907,0.0123,0.0,2.8073
Africa,"2020-06-05",1373486472,2044972.0,176603,0.0,4913,0.14888912571684945,8.635961763779651,0.0129,0.0,2.7819
Africa,"2020-06-06",1373486472,2144856.0,183202,0.0,5055,0.15616142158843194,8.54145919353094,0.0133,0.0,2.7592
Africa,"2020-06-07",1373486472,2160963.0,189536,0.0,5188,0.1573341306269524,8.770904453246075,0.0138,0.0,2.7372
Africa,"2020-06-08",1373486472,2234925.0,196187,0.0,5363,0.16271911267867226,8.778236406143384,0.0143,0.0,2.7336
Africa,"2020-06-09",1373486472,2318559.0,202657,0.0,5537,0.16880828805134385,8.740644512388945,0.0148,0.0,2.7322
Africa,"2020-06-10",1373486472,2389292.0,209202,0.0,5688,0.17395817495900315,8.755815530290983,0.0152,0.0,2.7189
Africa,"2020-06-11",1373486472,2420568.0,216605,0.0,5851,0.17623529968047622,8.948519521038037,0.0158,0.0,2.7012
Africa,"2020-06-12",1373486472,2396944.0,224684,0.0,6049,0.1745152973010134,9.37376926619896,0.0164,0.0,2.6922
Africa,"2020-06-13",1373486472,2591168.0,232771,0.0,6253,0.18865624473365764,8.983246165435819,0.0169,0.0,2.6863
Africa,"2020-06-14",1373486472,2680450.0,241551,0.0,6459,0.195156636388043,9.011583875841742,0.0176,0.0,2.6740
Africa,"2020-06-15",1373486472,2711596.0,251144,0.0,6761,0.19742429614552476,9.261851691771193,0.0183,0.0,2.6921
Africa,"2020-06-16",1373486472,2811045.0,258786,0.0,7015,0.2046649207914441,9.20604259270129,0.0188,0.0,2.7107
Africa,"2020-06-17",1373486472,2692036.0,267522,0.0,7218,0.1960001831019126,9.93753426774382,0.0195,0.0,2.6981
Africa,"2020-06-18",1373486472,2937303.0,275757,0.0,7419,0.2138574394346128,9.388101942496228,0.0201,0.0,2.6904
Africa,"2020-06-19",1373486472,2806763.0,285570,0.0,7682,0.20435315943905413,10.174353873127158,0.0208,0.0,2.6901
Africa,"2020-06-20",1373486472,3071896.0,296919,0.0,7918,0.22365680788445363,9.66565925408933,0.0216,0.0,2.6667
Africa,"2020-06-21",1373486472,3167816.0,306356,0.0,8114,0.2306404951617172,9.670889975932946,0.0223,0.0,2.6486
Africa,"2020-06-22",1373486472,3192149.0,315343,0.0,8338,0.23241211799864017,9.878705536614989,0.0230,0.0,2.6441
Africa,"2020-06-23",1373486472,3320288.0,324419,0.0,8620,0.24174158739002127,9.770809038252104,0.0236,0.0,2.6571
Africa,"2020-06-24",1373486472,3429669.0,335768,0.0,8855,0.24970533528487493,9.790099277802026,0.0244,0.0,2.6372
Africa,"2020-06-25",1373486472,2884541.0,347710,0.0,9069,0.21001597458762594,12.054257505786882,0.0253,0.0,2.6082
Africa,"2020-06-26",1373486472,3423141.0,359308,0.0,9282,0.2492300484776817,10.496441718293228,0.0262,0.0,2.5833
Africa,"2020-06-27",1373486472,3607529.0,371545,0.0,9484,0.2626548621732621,10.299154906308445,0.0271,0.0,2.5526
Africa,"2020-06-28",1373486472,3740459.0,382153,0.0,9663,0.27233315189142976,10.216740779674366,0.0278,0.0,2.5286
Africa,"2020-06-29",1373486472,3758835.0,393283,0.0,9877,0.27367106095530586,10.462896083493956,0.0286,0.0,2.5114
Africa,"2020-06-30",1373486472,3557729.0,404891,0.0,10146,0.259029052890446,11.380602626001025,0.0295,0.0,2.5059
Africa,"2020-07-01",1373486472,3744074.0,418104,0.0,10404,0.27259635069780286,11.167086975310852,0.0304,0.0,2.4884
Africa,"2020-07-02",1373486472,3978820.0,432306,0.0,10643,0.2896876002139466,10.865181134105088,0.0315,0.0,2.4619
Africa,"2020-07-03",1373486472,4171959.0,447466,0.0,10882,0.3037495516009713,10.725560821666752,0.0326,0.0,2.4319
Africa,"2020-07-04",1373486472,4176657.0,462951,0.0,11083,0.3040916008381333,11.084247521402883,0.0337,0.0,2.3940
Africa,"2020-07-05",1373486472,4263653.0,476586,0.0,11363,0.31042555474110267,11.177879625757537,0.0347,0.0,2.3842
Africa,"2020-07-06",1373486472,4374406.0,490326,0.0,11610,0.3184891944097721,11.208973286887408,0.0357,0.0,2.3678
Africa,"2020-07-07",1373486472,4244493.0,507792,0.0,11975,0.30903056466361756,11.963549003379201,0.0370,0.0,2.3582
Africa,"2020-07-08",1373486472,4520242.0,522535,0.0,12232,0.32910713663002866,11.559889935096395,0.0380,0.0,2.3409
Africa,"2020-07-09",1373486472,4615215.0,541725,0.0,12457,0.33602187528498645,11.737806364383891,0.0394,0.0,2.2995
Africa,"2020-07-10",1373486472,4696392.0,559430,0.0,12763,0.3419321628382227,11.911910249399964,0.0407,0.0,2.2814
Africa,"2020-07-11",1373486472,4747770.0,578216,0.0,12988,0.34567286222241,12.178685993634906,0.0421,0.0,2.2462
Africa,"2020-07-12",1373486472,4909535.0,594933,0.0,13241,0.3574505537612605,12.117909333572324,0.0433,0.0,2.2256
Africa,"2020-07-13",1373486472,4979456.0,611002,0.0,13463,0.36254132104768194,12.270456853118091,0.0445,0.0,2.2034
Africa,"2020-07-14",1373486472,4592350.0,625452,0.0,13762,0.33435713373374965,13.619432316787702,0.0455,0.0,2.2003
Africa,"2020-07-15",1373486472,5142338.0,643484,0.0,13988,0.3744003384694422,12.513452052354396,0.0469,0.0,2.1738
Africa,"2020-07-16",1373486472,5240032.0,663929,0.0,14356,0.38151318610147916,12.670323387338092,0.0483,0.0,2.1623
Africa,"2020-07-17",1373486472,5284994.0,683468,0.0,14672,0.38478675310898874,12.932237955237035,0.0498,0.0,2.1467
Africa,"2020-07-18",1373486472,5405809.0,702480,0.0,14953,0.39358298099058375,12.994909735064631,0.0511,0.0,2.1286
Africa,"2020-07-19",1373486472,5651609.0,721049,0.0,15169,0.41147904367564825,12.75829591183679,0.0525,0.0,2.1037
Africa,"2020-07-20",1373486472,5425780.0,736561,0.0,15423,0.39503701788189144,13.575209462971221,0.0536,0.0,2.0939
Africa,"2020-07-21",1373486472,5665147.0,750440,0.0,15737,0.4124647104642178,13.24661125298249,0.0546,0.0,2.0970
Africa,"2020-07-22",1373486472,5849644.0,770049,0.0,16445,0.4258974601680678,13.1640318624518,0.0561,0.0,2.1356
Africa,"2020-07-23",1373486472,6014167.0,788518,0.0,16713,0.4378759545583642,13.111009388332581,0.0574,0.0,2.1195
Africa,"2020-07-24",1373486472,6037361.0,810613,0.0,17104,0.4395646497492405,13.426611395276844,0.0590,0.0,2.1100
Africa,"2020-07-25",1373486472,5929619.0,828757,0.0,17521,0.43172023320809233,13.976564092903775,0.0603,0.0,2.1141
Africa,"2020-07-26",1373486472,6025362.0,847065,0.0,17765,0.43869103357284467,14.058325458287818,0.0617,0.0,2.0972
Africa,"2020-07-27",1373486472,6355127.0,860515,0.0,18175,0.4627003708850508,13.54048471415284,0.0627,0.0,2.1121
Africa,"2020-07-28",1373486472,6432853.0,874016,0.0,18497,0.4683594000480261,13.586755363444494,0.0636,0.0,2.1163
Africa,"2020-07-29",1373486472,6183928.0,891656,0.0,18864,0.45023581419009423,14.418925964209157,0.0649,0.0,2.1156
Africa,"2020-07-30",1373486472,6676611.0,909073,0.0,19317,0.48610678999101203,13.615785014283443,0.0662,0.0,2.1249
Africa,"2020-07-31",1373486472,6464116.0,928075,0.0,19680,0.47063557827310004,14.357338265588055,0.0676,0.0,2.1205
Africa,"2020-08-01",1373486472,6774102.0,944997,0.0,19974,0.4932048577177395,13.950144240520737,0.0688,0.0,2.1137
Africa,"2020-08-02",1373486472,6923265.0,957731,0.0,20304,0.5040650302087577,13.83351641169304,0.0697,0.0,2.1200
Africa,"2020-08-03",1373486472,6992852.0,968595,0.0,20626,0.5091314798184631,13.851215498340306,0.0705,0.0,2.1295
Africa,"2020-08-04",1373486472,7057898.0,978515,0.0,21099,0.5138673109552112,13.86411364970137,0.0712,0.0,2.1562
Africa,"2020-08-05",1373486472,6774664.0,993874,0.0,21638,0.49324577548514803,14.6704545051976,0.0724,0.0,2.1771
Africa,"2020-08-06",1373486472,7307404.0,1008204,0.0,22069,0.5320331979214427,13.797020118225294,0.0734,0.0,2.1889
Africa,"2020-08-07",1373486472,7479994.0,1021693,0.0,22508,0.5445990297311061,13.659008282626964,0.0744,0.0,2.2030
Africa,"2020-08-08",1373486472,7465150.0,1035915,0.0,22920,0.5435182764581317,13.876680307830386,0.0754,0.0,2.2125
Africa,"2020-08-09",1373486472,7585946.0,1048272,0.0,23279,0.5523131209988357,13.818606143518553,0.0763,0.0,2.2207
Africa,"2020-08-10",1373486472,7750400.0,1057404,0.0,23598,0.5642865916774752,13.643218414533443,0.0770,0.0,2.2317
Africa,"2020-08-11",1373486472,7411781.0,1065279,0.0,23865,0.5396326175100471,14.372780307459166,0.0776,0.0,2.2403
Africa,"2020-08-12",1373486472,7828096.0,1074535,0.0,24274,0.569943436617991,13.726645661984726,0.0782,0.0,2.2590
Africa,"2020-08-13",1373486472,8008389.0,1084940,0.0,24682,0.5830701039478458,13.547543706980267,0.0790,0.0,2.2750
Africa,"2020-08-14",1373486472,8019419.0,1097484,0.0,25098,0.5838731697387989,13.685330570705933,0.0799,0.0,2.2869
Africa,"2020-08-15",1373486472,7387115.0,1109296,0.0,25338,0.5378367498038233,15.016633692584994,0.0808,0.0,2.2842
Africa,"2020-08-16",1373486472,8310190.0,1119254,0.0,25633,0.6050434546981107,13.468452586523291,0.0815,0.0,2.2902
Africa,"2020-08-17",1373486472,8290887.0,1128106,0.0,25897,0.6036380531602352,13.60657792103547,0.0821,0.0,2.2956
Africa,"2020-08-18",1373486472,8374344.0,1136758,0.0,26312,0.6097143416203957,13.57429310283886,0.0828,0.0,2.3147
Africa,"2020-08-19",1373486472,8069294.0,1147648,0.0,26640,0.5875044395777639,14.222409048424806,0.0836,0.0,2.3213
Africa,"2020-08-20",1373486472,8090100.0,1158260,0.0,26977,0.5890192706608617,14.317004734181282,0.0843,0.0,2.3291
Africa,"2020-08-21",1373486472,8251795.0,1168533,0.0,27329,0.6007918656806399,14.160955283062654,0.0851,0.0,2.3387
Africa,"2020-08-22",1373486472,8455443.0,1178966,0.0,27603,0.6156189501952372,13.943278903305245,0.0858,0.0,2.3413
Africa,"2020-08-23",1373486472,8786131.0,1188019,0.0,27785,0.6396954887517814,13.521526141597478,0.0865,0.0,2.3388
Africa,"2020-08-24",1373486472,8965588.0,1195531,0.0,28005,0.6527612890824308,13.334663604885701,0.0870,0.0,2.3425
Africa,"2020-08-25",1373486472,8940460.0,1203068,0.0,28288,0.6509317843503304,13.456444075584479,0.0876,0.0,2.3513
Africa,"2020-08-26",1373486472,8597098.0,1211924,0.0,28607,0.6259324846120508,14.09689641783774,0.0882,0.0,2.3605
Africa,"2020-08-27",1373486472,9135401.0,1220472,0.0,28860,0.6651249346997573,13.359807631870785,0.0889,0.0,2.3647
Africa,"2020-08-28",1373486472,8869771.0,1228581,0.0,29091,0.6457851009689449,13.851327165041802,0.0894,0.0,2.3679
Africa,"2020-08-29",1373486472,9285742.0,1236945,0.0,29422,0.6760708743260195,13.320906396063986,0.0901,0.0,2.3786
Africa,"2020-08-30",1373486472,9448642.0,1245415,0.0,29586,0.6879312022812555,13.18088885154078,0.0907,0.0,2.3756
Africa,"2020-08-31",1373486472,9532561.0,1252228,0.0,29812,0.6940411277672925,13.136322967143876,0.0912,0.0,2.3807
Africa,"2020-09-01",1373486472,9129988.0,1259391,0.0,30054,0.6647308281606431,13.794004986644012,0.0917,0.0,2.3864
Africa,"2020-09-02",1373486472,9591879.0,1268105,0.0,30319,0.6983599180291017,13.220610893861359,0.0923,0.0,2.3909
Africa,"2020-09-03",1373486472,9808878.0,1275851,0.0,30616,0.714159054345604,13.007104380337895,0.0929,0.0,2.3997
Africa,"2020-09-04",1373486472,9356689.0,1284430,0.0,30854,0.6812363420205568,13.72739865565693,0.0935,0.0,2.4022
Africa,"2020-09-05",1373486472,9673203.0,1291822,0.0,31079,0.7042809082723896,13.354645818970202,0.0941,0.0,2.4058
Africa,"2020-09-06",1373486472,10146274,1299644,0.0,31303,0.7387239850440988,12.809076514196246,0.0946,0.0,2.4086
Africa,"2020-09-07",1373486472,10024729,1306517,0.0,31521,0.7298746077493219,13.032940840595291,0.0951,0.0,2.4126
Africa,"2020-09-08",1373486472,10230834,1314196,0.0,31747,0.7448805800833544,12.845443489748734,0.0957,0.0,2.4157
Africa,"2020-09-09",1373486472,10213474,1322490,0.0,31939,0.743616643353441,12.948483542426406,0.0963,0.0,2.4151
Africa,"2020-09-10",1373486472,9700422.0,1330538,0.0,32124,0.7062626533099191,13.716289868626333,0.0969,0.0,2.4144
Africa,"2020-09-11",1373486472,9886666.0,1339233,0.0,32355,0.719822597568329,13.54585054253881,0.0975,0.0,2.4159
Africa,"2020-09-12",1373486472,10678539,1346641,0.0,32501,0.7774768239581176,12.610723245942165,0.0980,0.0,2.4135
Africa,"2020-09-13",1373486472,10594983,1353386,0.0,32622,0.7713933275638408,12.773838334615546,0.0985,0.0,2.4104
Africa,"2020-09-14",1373486472,10266178,1359867,0.0,32793,0.7474538853703394,13.246088271604098,0.0990,0.0,2.4115
Africa,"2020-09-15",1373486472,10221120,1366423,0.0,33070,0.7441733288509593,13.368623008046084,0.0995,0.0,2.4202
Africa,"2020-09-16",1373486472,9763709.0,1373750,0.0,33249,0.7108704162031237,14.069960503738896,0.1000,0.0,2.4203
Africa,"2020-09-17",1373486472,7474049.0,1382352,0.0,33428,0.544166189647043,18.49535639918871,0.1006,0.0,2.4182
Africa,"2020-09-18",1373486472,10426709,1390520,0.0,33621,0.7591417325586881,13.336135112239154,0.1012,0.0,2.4179
Africa,"2020-09-19",1373486472,10053618,1399248,0.0,33823,0.7319779411704318,13.91785524375404,0.1019,0.0,2.4172
Africa,"2020-09-20",1373486472,10292574,1407668,0.0,33956,0.7493757099050626,13.676539998643683,0.1025,0.0,2.4122
Africa,"2020-09-21",1373486472,11082416,1413814,0.0,34082,0.8068820644343413,12.757272421464776,0.1029,0.0,2.4106
Africa,"2020-09-22",1373486472,10664697,1420652,0.0,34322,0.7764690237152915,13.321072319260455,0.1034,0.0,2.4159
